TRAFFIC RATE 	AVERAGE LATENCY 	
0.05 	0.168421111111111
0.1 	0.207407333333333
0.15 	0.250980444444444
0.2 	0.3
0.25 	0.355555555555556
0.3 	0.419042222222222
0.35 	0.49228
0.4 	0.577662222222222
0.45 	0.678375555555556
0.5 	0.798697777777778
0.55 	0.944395555555555
0.6 	1.12325555555556
0.65 	1.34578444444444
0.7 	1.62611777777778
0.75 	1.98316444444444
0.8 	2.44208888888889
0.85 	3.03611111111111
0.9 	3.8088
0.95 	4.81684444444445
1 	6.13333333333333
