TRAFFIC RATE 	AVERAGE LATENCY 	
0.05 	1.076606875
0.1 	2.345632875
0.15 	3.944109
0.2 	6.11708625
0.25 	9.35064075
0.3 	14.65356125
0.35 	24.112945
0.4 	41.91251
0.45 	76.08018625
0.5 	141.3236425
0.55 	263.4208475
0.6 	485.74870625
0.65 	878.67937875
0.7 	1552.71969125
0.75 	2676.39678
0.8 	4500.179925
0.85 	7387.7853125
0.9 	11856.46745
0.95 	18628.334475
1 	28694.25
