TRAFFIC RATE 	AVERAGE LATENCY 	
0.3 	2.169997
0.1 	0.340206666666667
0.05 	0.361256666666667
0.15 	0.382976666666667
0.2 	0.405403333333333
0.25 	0.428563333333333
0.35 	0.452496666666667
0.4 	0.477236666666667
0.45 	0.502823333333333
0.5 	0.529296666666667
0.55 	0.556696666666667
0.6 	0.585066666666667
0.65 	0.61445
0.7 	0.644896666666667
0.75 	0.676453333333333
0.8 	0.709163333333333
0.85 	0.743086666666667
0.9 	0.778266666666667
0.95 	0.814763333333333
1 	0.85263
